Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
I want to overdose on pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to hurt myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need the pain to end	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to drown	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to commit suicide this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to hang myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I just want it to end	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to jump off a bridge	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to kill myself with a gun	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to overdose	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to shoot myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to take pills	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to kill myself with a gun soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I need to end my life	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I can't wait to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone says I should just die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone says I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone thinks I should commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone thinks I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone thinks I'm a burden	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone wants me to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Everyone wants me to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I just want to end it all	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I can't wait to commit suicide	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I just want to die	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I can't wait to kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I feel like dying	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I feel like I should kill myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I feel like killing myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I feel like offing myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I just want it all to be over	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to commit suicide this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I can't go on anymore	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to commit suicide soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to jump off a bridge this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to kill myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to kill myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to commit suicide today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to cut myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to cut myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to cut myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to cut myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to die soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to cut myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I plan to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hurt myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hurt myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hurt myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hurt myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to jump off a bridge soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to jump off a bridge this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself with a gun today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to jump off a bridge today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hang myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself tomorrow	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself with a gun soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself with a gun this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm going to cut myself	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to jump off a bridge this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end it all this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to die this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to die this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to die today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to drown soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to drown this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to drown this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to drown today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hang myself today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end it all this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hang myself this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end it all today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end my life soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end my life this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end my life this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end my life today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to hang myself soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to overdose soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to end it all soon	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I hang myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
People would be better off if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
People wouldn't notice if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I commit suicide?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I cut myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I die?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I drown?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to kill myself with a gun this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I end my life?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
No one would notice if I were dead	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I hurt myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I jump off a bridge?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I kill myself with a gun?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I kill myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I overdose?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I shoot myself?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I take pills?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
Should I end it all?	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to take pills this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to overdose this month	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to overdose this week	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
I'm planning to overdose today	The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.	qna_chitchat_enthusiastic.tsv	editorial:chitchat	[]	false	[]	248
